Wvlgth nm;Etr W*m-2*nm-1;Global tilt  W*m-2*nm-1;Direct+circumsolar W*m-2*nm-1
2775;0,03393;3,9990E-38;4,0360E-38
2780;0,03364;4,8067E-34;4,8532E-34
2785;0,03342;3,8866E-27;3,9255E-27
2790;0,03320;1,2170E-16;1,2295E-16
2795;0,03293;3,6205E-16;3,6591E-16
2800;0,03276;1,6484E-12;1,6665E-12
2805;0,03253;6,7478E-14;6,8228E-14
2810;0,03242;4,0233E-10;4,0695E-10
2815;0,03226;2,8685E-10;2,9018E-10
2820;0,03206;2,0548E-11;2,0789E-11
2825;0,03184;1,7605E-07;1,7814E-07
2830;0,03170;3,9008E-06;3,9475E-06
2835;0,03145;2,1276E-10;2,1533E-10
2840;0,03118;1,9609E-07;1,9849E-07
2845;0,03095;4,0575E-05;4,1074E-05
2850;0,03068;1,1566E-06;1,1708E-06
2855;0,03043;4,4867E-07;4,5425E-07
2860;0,03016;2,5356E-05;2,5672E-05
2865;0,02996;1,6763E-04;1,6974E-04
2870;0,02960;6,3129E-06;6,3922E-06
2875;0,02940;3,9170E-04;3,9663E-04
2880;0,02940;2,4724E-04;2,5037E-04
2885;0,02922;4,5332E-04;4,5906E-04
2890;0,02907;1,8623E-04;1,8860E-04
2895;0,02896;2,6643E-03;2,6982E-03
2900;0,02881;8,1152E-04;8,2183E-04
2905;0,02867;1,1096E-04;1,1237E-04
2910;0,02850;2,7220E-03;2,7566E-03
2915;0,02822;1,2581E-03;1,2742E-03
2920;0,02804;2,8948E-03;2,9316E-03
2925;0,02778;1,0835E-03;1,0973E-03
2930;0,02757;5,8858E-03;5,9606E-03
2935;0,02733;6,4903E-03;6,5725E-03
2940;0,02714;1,6273E-03;1,6479E-03
2945;0,02684;1,4489E-03;1,4673E-03
2950;0,02668;5,2276E-03;5,2935E-03
2955;0,02656;2,3361E-03;2,3655E-03
2960;0,02638;4,5971E-03;4,6549E-03
2965;0,02626;7,4379E-03;7,5313E-03
2970;0,02612;3,5233E-04;3,5676E-04
2975;0,02601;8,5429E-04;8,6499E-04
2980;0,02580;1,3381E-03;1,3548E-03
2985;0,02569;6,9628E-03;7,0495E-03
2990;0,02554;1,0280E-02;1,0407E-02
2995;0,02540;4,2755E-03;4,3286E-03
3000;0,02525;7,8472E-03;7,9442E-03
3005;0,02512;2,8906E-03;2,9261E-03
3010;0,02498;6,8479E-03;6,9320E-03
3015;0,02486;5,5551E-03;5,6232E-03
3020;0,02466;6,3369E-04;6,4143E-04
3025;0,02454;7,5031E-03;7,5948E-03
3030;0,02442;6,0753E-03;6,1491E-03
3035;0,02421;2,4986E-03;2,5290E-03
3040;0,02393;2,0242E-03;2,0487E-03
3045;0,02402;4,2090E-03;4,2599E-03
3050;0,02395;1,0321E-03;1,0446E-03
3055;0,02386;2,8947E-04;2,9295E-04
3060;0,02376;6,3012E-03;6,3761E-03
3065;0,02354;2,9113E-03;2,9458E-03
3070;0,02344;1,7492E-03;1,7699E-03
3075;0,02335;6,0221E-03;6,0928E-03
3080;0,02315;3,6224E-03;3,6646E-03
3085;0,02295;1,7671E-03;1,7876E-03
3090;0,02280;2,3805E-03;2,4080E-03
3095;0,02263;6,5510E-04;6,6266E-04
3100;0,02243;4,4010E-03;4,4513E-03
3105;0,02228;9,2155E-04;9,3203E-04
3110;0,02211;8,4569E-04;8,5524E-04
3115;0,02177;2,2677E-03;2,2932E-03
3120;0,02174;9,8197E-03;9,9294E-03
3125;0,02158;3,0289E-03;3,0625E-03
3130;0,02145;5,7614E-03;5,8246E-03
3135;0,02136;1,1446E-02;1,1571E-02
3140;0,02118;3,3241E-03;3,3603E-03
3145;0,02107;3,2517E-03;3,2869E-03
3150;0,02088;6,6744E-03;6,7457E-03
3155;0,02083;5,6366E-03;5,6965E-03
3160;0,02073;9,2320E-03;9,3294E-03
3165;0,02066;1,4017E-02;1,4163E-02
3170;0,02052;1,2516E-02;1,2645E-02
3175;0,02047;9,2302E-03;9,3252E-03
3180;0,02032;1,0621E-02;1,0730E-02
3185;0,02024;8,0823E-03;8,1644E-03
3190;0,02019;4,2388E-03;4,2817E-03
3195;0,02008;2,6927E-03;2,7197E-03
3200;0,01994;4,3843E-04;4,4280E-04
3205;0,01986;3,0973E-04;3,1280E-04
3210;0,01976;1,3634E-04;1,3768E-04
3215;0,01962;4,9752E-04;5,0237E-04
3220;0,01954;1,6089E-03;1,6245E-03
3225;0,01942;1,9875E-04;2,0066E-04
3230;0,01938;3,4080E-04;3,4404E-04
3235;0,01926;7,2940E-03;7,3625E-03
3240;0,01921;3,7464E-03;3,7816E-03
3245;0,01910;7,3409E-04;7,4096E-04
3250;0,01909;2,6067E-03;2,6308E-03
3255;0,01890;9,9378E-03;1,0029E-02
3260;0,01880;1,2248E-03;1,2360E-03
3265;0,01870;2,4465E-03;2,4686E-03
3270;0,01860;1,2186E-03;1,2292E-03
3275;0,01848;5,9265E-03;5,9758E-03
3280;0,01837;2,8644E-03;2,8890E-03
3285;0,01832;1,1128E-02;1,1223E-02
3290;0,01826;8,7571E-03;8,8310E-03
3295;0,01803;1,2234E-03;1,2337E-03
3300;0,01792;1,7794E-03;1,7944E-03
3305;0,01786;3,9416E-03;3,9746E-03
3310;0,01770;3,9235E-03;3,9565E-03
3315;0,01760;1,6133E-05;1,6269E-05
3320;0,01730;5,9987E-05;6,0496E-05
3325;0,01728;3,5187E-03;3,5486E-03
3330;0,01713;4,6616E-03;4,7014E-03
3335;0,01703;9,0694E-03;9,1470E-03
3340;0,01685;3,4602E-03;3,4903E-03
3345;0,01678;3,5408E-03;3,5722E-03
3350;0,01660;8,0277E-03;8,0998E-03
3355;0,01650;3,6308E-03;3,6642E-03
3360;0,01636;5,2402E-03;5,2892E-03
3365;0,01629;7,1907E-03;7,2591E-03
3370;0,01618;3,9389E-03;3,9770E-03
3375;0,01611;8,4560E-03;8,5388E-03
3380;0,01601;5,1115E-03;5,1624E-03
3385;0,01598;7,4896E-03;7,5650E-03
3390;0,01590;9,8552E-03;9,9552E-03
3395;0,01580;9,5465E-03;9,6446E-03
3400;0,01564;1,2509E-02;1,2638E-02
3405;0,01565;4,4594E-03;4,5061E-03
3410;0,01554;7,0802E-03;7,1547E-03
3415;0,01547;7,2774E-03;7,3543E-03
3420;0,01543;1,3165E-02;1,3305E-02
3425;0,01532;1,0006E-02;1,0112E-02
3430;0,01522;8,6892E-03;8,7810E-03
3435;0,01515;1,1553E-02;1,1673E-02
3440;0,01505;8,0348E-03;8,1181E-03
3445;0,01502;1,1318E-02;1,1434E-02
3450;0,01492;1,1153E-02;1,1267E-02
3455;0,01488;8,3089E-03;8,3938E-03
3460;0,01480;1,2530E-02;1,2657E-02
3465;0,01476;9,8179E-03;9,9163E-03
3470;0,01466;1,2264E-02;1,2386E-02
3475;0,01456;1,0943E-02;1,1051E-02
3480;0,01448;1,1224E-02;1,1335E-02
3485;0,01445;1,2094E-02;1,2212E-02
3490;0,01436;1,0419E-02;1,0520E-02
3495;0,01432;1,2265E-02;1,2383E-02
3500;0,01423;1,1917E-02;1,2032E-02
3505;0,01415;1,1809E-02;1,1923E-02
3510;0,01405;1,1963E-02;1,2077E-02
3515;0,01402;1,1494E-02;1,1598E-02
3520;0,01393;1,2122E-02;1,2226E-02
3525;0,01389;1,1428E-02;1,1523E-02
3530;0,01380;1,1127E-02;1,1217E-02
3535;0,01376;9,4556E-03;9,5305E-03
3540;0,01367;9,0310E-03;9,1011E-03
3545;0,01366;9,5432E-03;9,6154E-03
3550;0,01357;1,0538E-02;1,0616E-02
3555;0,01345;9,0581E-03;9,1245E-03
3560;0,01336;1,0795E-02;1,0872E-02
3565;0,01336;1,0851E-02;1,0928E-02
3570;0,01325;8,3376E-03;8,3951E-03
3575;0,01318;8,6444E-03;8,7028E-03
3580;0,01308;1,0187E-02;1,0255E-02
3585;0,01305;9,1671E-03;9,2282E-03
3590;0,01298;9,4523E-03;9,5145E-03
3595;0,01294;9,6700E-03;9,7329E-03
3600;0,01285;1,0262E-02;1,0328E-02
3605;0,01283;1,0359E-02;1,0425E-02
3610;0,01274;9,4787E-03;9,5385E-03
3615;0,01272;9,4726E-03;9,5318E-03
3620;0,01264;1,1614E-02;1,1686E-02
3625;0,01261;1,0239E-02;1,0302E-02
3630;0,01251;9,9550E-03;1,0016E-02
3635;0,01249;1,0299E-02;1,0362E-02
3640;0,01240;1,1480E-02;1,1549E-02
3645;0,01236;1,0599E-02;1,0663E-02
3650;0,01228;1,0123E-02;1,0183E-02
3655;0,01222;1,0978E-02;1,1042E-02
3660;0,01215;1,0914E-02;1,0978E-02
3665;0,01215;1,0253E-02;1,0313E-02
3670;0,01204;7,9003E-03;7,9464E-03
3675;0,01203;4,8286E-03;4,8569E-03
3680;0,01189;8,3312E-03;8,3789E-03
3685;0,01183;9,4380E-03;9,4906E-03
3690;0,01177;9,6922E-03;9,7458E-03
3695;0,01172;1,0132E-02;1,0188E-02
3700;0,01155;1,0878E-02;1,0937E-02
3705;0,01160;1,0770E-02;1,0827E-02
3710;0,01151;9,3640E-03;9,4130E-03
3715;0,01150;9,2254E-03;9,2731E-03
3720;0,01144;1,0376E-02;1,0429E-02
3725;0,01143;1,0698E-02;1,0751E-02
3730;0,01134;9,2707E-03;9,3169E-03
3735;0,01128;8,5837E-03;8,6260E-03
3740;0,01108;8,8494E-03;8,8923E-03
3745;0,01108;1,0331E-02;1,0380E-02
3750;0,01104;9,2903E-03;9,3341E-03
3755;0,01100;8,9918E-03;9,0336E-03
3760;0,01094;8,8633E-03;8,9041E-03
3765;0,01093;8,5502E-03;8,5891E-03
3770;0,01086;9,1243E-03;9,1649E-03
3775;0,01080;9,0521E-03;9,0918E-03
3780;0,01074;9,5746E-03;9,6158E-03
3785;0,01073;8,8123E-03;8,8498E-03
3790;0,01063;7,7564E-03;7,7891E-03
3795;0,01062;8,8692E-03;8,9056E-03
3800;0,01053;9,8592E-03;9,8988E-03
3805;0,01053;9,3049E-03;9,3414E-03
3810;0,01043;8,2451E-03;8,2771E-03
3815;0,01041;7,7569E-03;7,7867E-03
3820;0,01034;9,6550E-03;9,6908E-03
3825;0,01033;9,5056E-03;9,5402E-03
3830;0,01025;9,5925E-03;9,6268E-03
3835;0,01021;7,6916E-03;7,7190E-03
3840;0,01015;8,9756E-03;9,0066E-03
3845;0,01013;8,7801E-03;8,8097E-03
3850;0,01005;8,8274E-03;8,8569E-03
3855;0,01003;8,5085E-03;8,5365E-03
3860;0,00994;7,9940E-03;8,0197E-03
3865;0,00991;8,0989E-03;8,1248E-03
3870;0,00983;7,3604E-03;7,3839E-03
3875;0,00983;6,7620E-03;6,7832E-03
3880;0,00975;6,5340E-03;6,5543E-03
3885;0,00970;6,7717E-03;6,7926E-03
3890;0,00971;6,8818E-03;6,9028E-03
3895;0,00962;7,4760E-03;7,4983E-03
3900;0,00960;7,9254E-03;7,9487E-03
3905;0,00959;7,9269E-03;7,9500E-03
3910;0,00952;7,1353E-03;7,1560E-03
3915;0,00950;6,9868E-03;7,0070E-03
3920;0,00941;6,9466E-03;6,9665E-03
3925;0,00940;6,8520E-03;6,8714E-03
3930;0,00932;7,0502E-03;7,0699E-03
3935;0,00930;7,3541E-03;7,3743E-03
3940;0,00923;7,4027E-03;7,4228E-03
3945;0,00920;7,5412E-03;7,5613E-03
3950;0,00911;7,6277E-03;7,6475E-03
3955;0,00908;7,7199E-03;7,7399E-03
3960;0,00902;7,7482E-03;7,7679E-03
3965;0,00901;7,8057E-03;7,8253E-03
3970;0,00893;7,6806E-03;7,6997E-03
3975;0,00891;7,5097E-03;7,5280E-03
3980;0,00884;7,3872E-03;7,4049E-03
3985;0,00880;7,4327E-03;7,4503E-03
3990;0,00878;7,3723E-03;7,3894E-03
3995;0,00870;7,2100E-03;7,2263E-03
4000;0,00868;7,1043E-03;7,1199E-03
